,Athlete,Age,Year,Closing Ceremony Date,Gold Medals,Silver Medals,Bronze Medals,Total Medals
4564,Robert van der Horst,27,2012,08/12/2012,0,1,0,1
4565,Mink van der Weerden,23,2012,08/12/2012,0,1,0,1
4566,Margot van Geffen,22,2012,08/12/2012,1,0,0,1
4567,Caia van Maasakker,23,2012,08/12/2012,1,0,0,1
4568,Kitty van Male,24,2012,08/12/2012,1,0,0,1
4569,Valentin Verga,22,2012,08/12/2012,0,1,0,1
4570,Klaas Vermeulen,24,2012,08/12/2012,0,1,0,1
4571,Kate Walsh,32,2012,08/12/2012,0,0,1,1
4572,Sally Walton,31,2012,08/12/2012,0,0,1,1
4573,Max Weinhold,30,2012,08/12/2012,1,0,0,1
4574,Lidewij Welten,22,2012,08/12/2012,1,0,0,1
4575,Christopher Wesley,25,2012,08/12/2012,1,0,0,1
4576,Roderick Weusthof,30,2012,08/12/2012,0,1,0,1
4577,Benjamin Weß,27,2012,08/12/2012,1,0,0,1
4578,Timo Weß,30,2012,08/12/2012,1,0,0,1
4579,Nicola White,24,2012,08/12/2012,0,0,1,1
4580,Matthias Witthaus,30,2012,08/12/2012,1,0,0,1
4581,Christopher Zeller,27,2012,08/12/2012,1,0,0,1
4582,Philipp Zeller,29,2012,08/12/2012,1,0,0,1
4583,Des Abbott,21,2008,08/24/2008,0,0,1,1
4584,Marilyn Agliotti,29,2008,08/24/2008,1,0,0,1
4585,Magdalena Aicega,34,2008,08/24/2008,0,0,1,1
4586,David Alegre,23,2008,08/24/2008,0,1,0,1
4587,Ramón Alegre,27,2008,08/24/2008,0,1,0,1
4588,Pol Amat,30,2008,08/24/2008,0,1,0,1
4589,Eduard Arbós,25,2008,08/24/2008,0,1,0,1
4590,Lucha Aymar,31,2008,08/24/2008,0,0,1,1
4591,Noel Barrionuevo,24,2008,08/24/2008,0,0,1,1
4592,Sebastian Biederlack,26,2008,08/24/2008,1,0,0,1
4593,Minke Booij,31,2008,08/24/2008,1,0,0,1
4594,Travis Brooks,28,2008,08/24/2008,0,0,1,1
4595,Kiel Brown,24,2008,08/24/2008,0,0,1,1
4596,Claudia Burkart,28,2008,08/24/2008,0,0,1,1
4597,Chen Qiuqi,28,2008,08/24/2008,0,1,0,1
4598,Chen Zhaoxia,33,2008,08/24/2008,0,1,0,1
4599,Cheng Hui,35,2008,08/24/2008,0,1,0,1
4600,Quico Cortés,25,2008,08/24/2008,0,1,0,1
4601,Eva de Goede,19,2008,08/24/2008,1,0,0,1
4602,Lisanne de Roever,29,2008,08/24/2008,1,0,0,1
4603,Liam De Young,26,2008,08/24/2008,0,0,1,1
4604,Wieke Dijkstra,24,2008,08/24/2008,1,0,0,1
4605,Luke Doerner,28,2008,08/24/2008,0,0,1,1
4606,Jamie Dwyer,29,2008,08/24/2008,0,0,1,1
4607,Sergi Enrique,20,2008,08/24/2008,0,1,0,1
4608,Alex Fábregas,27,2008,08/24/2008,0,1,0,1
4609,Kiko Fábregas,30,2008,08/24/2008,0,1,0,1
4610,Juan Fernández,23,2008,08/24/2008,0,1,0,1
4611,Santi Freixa,25,2008,08/24/2008,0,1,0,1
4612,Fu Baorong,30,2008,08/24/2008,0,1,0,1
4613,Moritz Fürste,23,2008,08/24/2008,1,0,0,1
4614,Gao Lihua,28,2008,08/24/2008,0,1,0,1
4615,Sole García,27,2008,08/24/2008,0,0,1,1
4616,Rodrigo Garza,28,2008,08/24/2008,0,1,0,1
4617,Bevan George,31,2008,08/24/2008,0,0,1,1
4618,Maartje Goderie,24,2008,08/24/2008,1,0,0,1
4619,Mariana González,32,2008,08/24/2008,0,0,1,1
4620,David Guest,26,2008,08/24/2008,0,0,1,1
4621,Alejandra Gulla,31,2008,08/24/2008,0,0,1,1
4622,Rob Hammond,27,2008,08/24/2008,0,0,1,1
4623,Tobias Hauke,20,2008,08/24/2008,1,0,0,1
4624,Maripi Hernández,31,2008,08/24/2008,0,0,1,1
4625,Ellen Hoog,22,2008,08/24/2008,1,0,0,1
4626,Huang Junxia,32,2008,08/24/2008,0,1,0,1
4627,Gisi Kañevsky,23,2008,08/24/2008,0,0,1,1
4628,Fergus Kavanagh,23,2008,08/24/2008,0,0,1,1
4629,Florian Keller,26,2008,08/24/2008,1,0,0,1
4630,Mark Knowles,23,2008,08/24/2008,0,0,1,1
4631,Oliver Korn,24,2008,08/24/2008,1,0,0,1
4632,Stephen Lambert,28,2008,08/24/2008,0,0,1,1
4633,Li Hongxia,21,2008,08/24/2008,0,1,0,1
4634,Li Shuang,30,2008,08/24/2008,0,1,0,1
4635,Rosario Luchetti,24,2008,08/24/2008,0,0,1,1
4636,Ma Yibo,28,2008,08/24/2008,0,1,0,1
4637,Mechi Margalot,33,2008,08/24/2008,0,0,1,1
4638,Eli Matheson,25,2008,08/24/2008,0,0,1,1
4639,Niklas Meinert,27,2008,08/24/2008,1,0,0,1
4640,Jan-Marco Montag,24,2008,08/24/2008,1,0,0,1
4641,Fátima Moreira de Melo,30,2008,08/24/2008,1,0,0,1
4642,Eefke Mulder,30,2008,08/24/2008,1,0,0,1
4643,Max Müller,21,2008,08/24/2008,1,0,0,1
4644,Carlos Nevado,25,2008,08/24/2008,1,0,0,1
4645,Eddie Ockenden,21,2008,08/24/2008,0,0,1,1
4646,Roc Oliva,19,2008,08/24/2008,0,1,0,1
4647,Pan Fengzhen,23,2008,08/24/2008,0,1,0,1
4648,Maartje Paumen,22,2008,08/24/2008,1,0,0,1
4649,Sophie Polkamp,24,2008,08/24/2008,1,0,0,1
4650,Carla Rebecchi,23,2008,08/24/2008,0,0,1,1
4651,Ren Ye,22,2008,08/24/2008,0,1,0,1
4652,Xavier Ribas,32,2008,08/24/2008,0,1,0,1
4653,Mariana Rossi,29,2008,08/24/2008,0,0,1,1
4654,Mariné Russo,28,2008,08/24/2008,0,0,1,1
4655,Albert Sala,27,2008,08/24/2008,0,1,0,1
4656,Janneke Schopman,31,2008,08/24/2008,1,0,0,1
4657,Grant Schubert,28,2008,08/24/2008,0,0,1,1
4658,Minke Smabers,29,2008,08/24/2008,1,0,0,1
4659,Andrew Smith,29,2008,08/24/2008,0,0,1,1
4660,Víctor Sojo,24,2008,08/24/2008,0,1,0,1
4661,Song Qingling,22,2008,08/24/2008,0,1,0,1
4662,Belén Succi,22,2008,08/24/2008,0,0,1,1
4663,Tang Chunling,32,2008,08/24/2008,0,1,0,1
4664,Eddie Tubau,27,2008,08/24/2008,0,1,0,1
4665,Naomi van As,25,2008,08/24/2008,1,0,0,1
4666,Miek van Geenhuizen,26,2008,08/24/2008,1,0,0,1
4667,Paola Vukojicic,33,2008,08/24/2008,0,0,1,1
4668,Max Weinhold,26,2008,08/24/2008,1,0,0,1
4669,Tibor Weißenborn,27,2008,08/24/2008,1,0,0,1
4670,Matt Wells,30,2008,08/24/2008,0,0,1,1
4671,Lidewij Welten,18,2008,08/24/2008,1,0,0,1
4672,Benjamin Weß,23,2008,08/24/2008,1,0,0,1
4673,Timo Weß,26,2008,08/24/2008,1,0,0,1
4674,Philip Witte,24,2008,08/24/2008,1,0,0,1
4675,Matthias Witthaus,26,2008,08/24/2008,1,0,0,1
4676,Christopher Zeller,23,2008,08/24/2008,1,0,0,1
4677,Philipp Zeller,25,2008,08/24/2008,1,0,0,1
4678,Zhang Yimeng,24,2008,08/24/2008,0,1,0,1
4679,Zhao Yudiao,19,2008,08/24/2008,0,1,0,1
4680,Zhou Wanfeng,28,2008,08/24/2008,0,1,0,1
4681,Magdalena Aicega,30,2004,08/29/2004,0,0,1,1
4682,Mariela Antoniska,29,2004,08/29/2004,0,0,1,1
4683,Clemens Arnold,25,2004,08/29/2004,0,0,1,1
4684,Inés Arrondo,26,2004,08/29/2004,0,0,1,1
4685,Lucha Aymar,27,2004,08/29/2004,0,0,1,1
4686,Tina Bachmann,26,2004,08/29/2004,1,0,0,1
4687,Christoph Bechmann,32,2004,08/29/2004,0,0,1,1
4688,Sebastian Biederlack,22,2004,08/29/2004,0,0,1,1
4689,Minke Booij,27,2004,08/29/2004,0,1,0,1
4690,Ageeth Boomgaardt,31,2004,08/29/2004,0,1,0,1
4691,Michael Brennan,28,2004,08/29/2004,1,0,0,1
4692,Travis Brooks,24,2004,08/29/2004,1,0,0,1
4693,Matthijs Brouwer,24,2004,08/29/2004,0,1,0,1
4694,Ronald Brouwer,25,2004,08/29/2004,0,1,0,1
4695,Claudia Burkart,24,2004,08/29/2004,0,0,1,1
4696,Dean Butler,27,2004,08/29/2004,1,0,0,1
4697,Caroline Casaretto,26,2004,08/29/2004,1,0,0,1
4698,Philipp Crone,27,2004,08/29/2004,0,0,1,1
4699,Chantal de Bruijn,28,2004,08/29/2004,0,1,0,1
4700,Teun de Nooijer,28,2004,08/29/2004,0,1,0,1
4701,Lisanne de Roever,25,2004,08/29/2004,0,1,0,1
4702,Liam De Young,22,2004,08/29/2004,1,0,0,1
4703,Jeroen Delmeé,31,2004,08/29/2004,0,1,0,1
4704,Geert-Jan Derikx,23,2004,08/29/2004,0,1,0,1
4705,Rob Derikx,21,2004,08/29/2004,0,1,0,1
4706,Marina Di Giacomo,28,2004,08/29/2004,0,0,1,1
4707,Mijntje Donners,30,2004,08/29/2004,0,1,0,1
4708,Eike Duckwitz,24,2004,08/29/2004,0,0,1,1
4709,Jamie Dwyer,25,2004,08/29/2004,1,0,0,1
4710,Nathan Eglington,23,2004,08/29/2004,1,0,0,1
4711,Marten Eikelboom,30,2004,08/29/2004,0,1,0,1
4712,Christoph Eimer,27,2004,08/29/2004,0,0,1,1
4713,Troy Elder,26,2004,08/29/2004,1,0,0,1
4714,Björn Emmerling,28,2004,08/29/2004,0,0,1,1
4715,Nadine Ernsting-Krienke,30,2004,08/29/2004,1,0,0,1
4716,Floris Evers,21,2004,08/29/2004,0,1,0,1
4717,Sole García,23,2004,08/29/2004,0,0,1,1
4718,Bevan George,27,2004,08/29/2004,1,0,0,1
4719,Mariana González,28,2004,08/29/2004,0,0,1,1
4720,Franziska Gude,28,2004,08/29/2004,1,0,0,1
4721,Alejandra Gulla,27,2004,08/29/2004,0,0,1,1
4722,Mandy Haase,22,2004,08/29/2004,1,0,0,1
4723,Rob Hammond,23,2004,08/29/2004,1,0,0,1
4724,Maripi Hernández,27,2004,08/29/2004,0,0,1,1
4725,Mark Hickman,30,2004,08/29/2004,1,0,0,1
4726,Erik Jazet,33,2004,08/29/2004,0,1,0,1
4727,Sylvia Karres,27,2004,08/29/2004,0,1,0,1
4728,Natascha Keller,27,2004,08/29/2004,1,0,0,1
4729,Karel Klaver,25,2004,08/29/2004,0,1,0,1
4730,Denise Klecker,32,2004,08/29/2004,1,0,0,1
4731,Mark Knowles,19,2004,08/29/2004,1,0,0,1
4732,Anke Kühn,23,2004,08/29/2004,1,0,0,1
4733,Florian Kunz,32,2004,08/29/2004,0,0,1,1
4734,Badri Latif,27,2004,08/29/2004,1,0,0,1
4735,Heike Lätzsch,30,2004,08/29/2004,1,0,0,1
4736,Sonja Lehmann,24,2004,08/29/2004,1,0,0,1
4737,Brent Livermore,28,2004,08/29/2004,1,0,0,1
4738,Jesse Mahieu,26,2004,08/29/2004,0,1,0,1
4739,Mechi Margalot,29,2004,08/29/2004,0,0,1,1
4740,Michael McCann,26,2004,08/29/2004,1,0,0,1
4741,Björn Michel,29,2004,08/29/2004,0,0,1,1
4742,Fátima Moreira de Melo,26,2004,08/29/2004,0,1,0,1
4743,Stephen Mowlam,27,2004,08/29/2004,1,0,0,1
4744,Eefke Mulder,26,2004,08/29/2004,0,1,0,1
4745,Silke Müller,25,2004,08/29/2004,1,0,0,1
4746,Vanina Oneto,31,2004,08/29/2004,0,0,1,1
4747,Rob Reckers,22,2004,08/29/2004,0,1,0,1
4748,Sascha Reinelt,31,2004,08/29/2004,0,0,1,1
4749,Fanny Rinne,24,2004,08/29/2004,1,0,0,1
4750,Marion Rodewald,27,2004,08/29/2004,1,0,0,1
4751,Ceci Rognoni,27,2004,08/29/2004,0,0,1,1
4752,Mariné Russo,24,2004,08/29/2004,0,0,1,1
4753,Justus Scharowsky,24,2004,08/29/2004,0,0,1,1
4754,Maartje Scheepstra,24,2004,08/29/2004,0,1,0,1
4755,Janneke Schopman,27,2004,08/29/2004,0,1,0,1
4756,Grant Schubert,24,2004,08/29/2004,1,0,0,1
4757,Christian Schulte,28,2004,08/29/2004,0,0,1,1
4758,Clarinda Sinnige,31,2004,08/29/2004,0,1,0,1
4759,Minke Smabers,25,2004,08/29/2004,0,1,0,1
4760,Jiske Snoeks,26,2004,08/29/2004,0,1,0,1
4761,Ayelén Stepnik,28,2004,08/29/2004,0,0,1,1
4762,Taeke Taekema,24,2004,08/29/2004,0,1,0,1
4763,Macha van der Vaart,32,2004,08/29/2004,0,1,0,1
4764,Sander van der Weide,28,2004,08/29/2004,0,1,0,1
4765,Miek van Geenhuizen,22,2004,08/29/2004,0,1,0,1
4766,Lieve van Kessel,26,2004,08/29/2004,0,1,0,1
4767,Klaas Veering,22,2004,08/29/2004,0,1,0,1
4768,Guus Vogels,29,2004,08/29/2004,0,1,0,1
4769,Paola Vukojicic,29,2004,08/29/2004,0,0,1,1
4770,Louisa Walter,25,2004,08/29/2004,1,0,0,1
4771,Tibor Weißenborn,23,2004,08/29/2004,0,0,1,1
4772,Matt Wells,26,2004,08/29/2004,1,0,0,1
4773,Timo Weß,22,2004,08/29/2004,0,0,1,1
4774,Matthias Witthaus,22,2004,08/29/2004,0,0,1,1
4775,Christopher Zeller,19,2004,08/29/2004,0,0,1,1
4776,Julia Zwehl,28,2004,08/29/2004,1,0,0,1
4777,Magdalena Aicega,26,2000,10/01/2000,0,1,0,1
4778,Katie Allen,26,2000,10/01/2000,1,0,0,1
4779,Alyson Annan,27,2000,10/01/2000,1,0,0,1
4780,Mariela Antoniska,25,2000,10/01/2000,0,1,0,1
4781,Inés Arrondo,22,2000,10/01/2000,0,1,0,1
4782,Lucha Aymar,23,2000,10/01/2000,0,1,0,1
4783,Minke Booij,23,2000,10/01/2000,0,0,1,1
4784,Ageeth Boomgaardt,27,2000,10/01/2000,0,0,1,1
4785,Michael Brennan,24,2000,10/01/2000,0,0,1,1
4786,Jacques Brinkman,34,2000,10/01/2000,1,0,0,1
4787,Jaap-Derk Buma,28,2000,10/01/2000,1,0,0,1
4788,Adam Commens,24,2000,10/01/2000,0,0,1,1
4789,Stephen Davies,31,2000,10/01/2000,0,0,1,1
4790,Teun de Nooijer,24,2000,10/01/2000,1,0,0,1
4791,Julie Deiters,25,2000,10/01/2000,0,0,1,1
4792,Jeroen Delmeé,27,2000,10/01/2000,1,0,0,1
4793,Damon Diletti,29,2000,10/01/2000,0,0,1,1
4794,Mijntje Donners,26,2000,10/01/2000,0,0,1,1
4795,Lachlan Dreher,33,2000,10/01/2000,0,0,1,1
4796,Jason Duff,27,2000,10/01/2000,0,0,1,1
4797,Marten Eikelboom,26,2000,10/01/2000,1,0,0,1
4798,Troy Elder,22,2000,10/01/2000,0,0,1,1
4799,Jimmy Elmer,29,2000,10/01/2000,0,0,1,1
4800,Renita Farrell-Garard,28,2000,10/01/2000,1,0,0,1
4801,María Paz Ferrari,27,2000,10/01/2000,0,1,0,1
4802,Anabel Gambero,28,2000,10/01/2000,0,1,0,1
4803,Gang Geon-Uk,29,2000,10/01/2000,0,1,0,1
4804,Sole García,19,2000,10/01/2000,0,1,0,1
4805,Paul Gaudoin,25,2000,10/01/2000,0,0,1,1
4806,Piet-Hein Geeris,28,2000,10/01/2000,1,0,0,1
4807,Han Hyeong-Bae,24,2000,10/01/2000,0,1,0,1
4808,Juliet Haslam,31,2000,10/01/2000,1,0,0,1
4809,Rechelle Hawkes,33,2000,10/01/2000,1,0,0,1
4810,Maripi Hernández,23,2000,10/01/2000,0,1,0,1
4811,Stephen Holt,26,2000,10/01/2000,0,0,1,1
4812,Nikki Hudson,24,2000,10/01/2000,1,0,0,1
4813,Hwang Jong-Hyeon,25,2000,10/01/2000,0,1,0,1
4814,Im Jeong-U,22,2000,10/01/2000,0,1,0,1
4815,Im Jong-Cheon,22,2000,10/01/2000,0,1,0,1
4816,Rachel Imison,21,2000,10/01/2000,1,0,0,1
4817,Ronald Jansen,36,2000,10/01/2000,1,0,0,1
4818,Erik Jazet,29,2000,10/01/2000,1,0,0,1
4819,Jeon Jong-Gwon,21,2000,10/01/2000,0,1,0,1
4820,Jeon Jong-Ha,27,2000,10/01/2000,0,1,0,1
4821,Ji Seong-Hwan,26,2000,10/01/2000,0,1,0,1
4822,Kim Cheong-Hwan,29,2000,10/01/2000,0,1,0,1
4823,Kim Gyeong-Seok,28,2000,10/01/2000,0,1,0,1
4824,Kim Jeong-Cheol,23,2000,10/01/2000,0,1,0,1
4825,Kim Yong-Bae,26,2000,10/01/2000,0,1,0,1
4826,Kim Yun,26,2000,10/01/2000,0,1,0,1
4827,Brent Livermore,24,2000,10/01/2000,0,0,1,1
4828,Bram Lomans,25,2000,10/01/2000,1,0,0,1
4829,Clover Maitland,28,2000,10/01/2000,1,0,0,1
4830,Laura Maiztegui,21,2000,10/01/2000,0,1,0,1
4831,Mechi Margalot,25,2000,10/01/2000,0,1,0,1
4832,Karina Masotta,29,2000,10/01/2000,0,1,0,1
4833,Claire Mitchell-Taverner,30,2000,10/01/2000,1,0,0,1
4834,Fátima Moreira de Melo,22,2000,10/01/2000,0,0,1,1
4835,Jenny Morris,27,2000,10/01/2000,1,0,0,1
4836,Vanina Oneto,27,2000,10/01/2000,0,1,0,1
4837,Alison Peek,30,2000,10/01/2000,1,0,0,1
4838,Triny Powell,28,2000,10/01/2000,1,0,0,1
4839,Lisa Powell-Carruthers,30,2000,10/01/2000,1,0,0,1
4840,Jorgelina Rimoldi,28,2000,10/01/2000,0,1,0,1
4841,Ceci Rognoni,23,2000,10/01/2000,0,1,0,1
4842,Seo Jong-Ho,20,2000,10/01/2000,0,1,0,1
4843,Clarinda Sinnige,27,2000,10/01/2000,0,0,1,1
4844,Angie Skirving-Lambert,19,2000,10/01/2000,1,0,0,1
4845,Hanneke Smabers,26,2000,10/01/2000,0,0,1,1
4846,Minke Smabers,21,2000,10/01/2000,0,0,1,1
4847,Song Seong-Tae,28,2000,10/01/2000,0,1,0,1
4848,Daniel Sproule,26,2000,10/01/2000,0,0,1,1
4849,Jay Stacy,32,2000,10/01/2000,0,0,1,1
4850,Kate Starre,28,2000,10/01/2000,1,0,0,1
4851,Ayelén Stepnik,24,2000,10/01/2000,0,1,0,1
4852,Margje Teeuwen,26,2000,10/01/2000,0,0,1,1
4853,Carole Thate,28,2000,10/01/2000,0,0,1,1
4854,Daphne Touw,30,2000,10/01/2000,0,0,1,1
4855,Julie Towers,23,2000,10/01/2000,1,0,0,1
4856,Fleur van de Kieft,26,2000,10/01/2000,0,0,1,1
4857,Dillianne van den Boogaard,26,2000,10/01/2000,0,0,1,1
4858,Macha van der Vaart,28,2000,10/01/2000,0,0,1,1
4859,Sander van der Weide,24,2000,10/01/2000,1,0,0,1
4860,Suzan van der Wielen,28,2000,10/01/2000,0,0,1,1
4861,Wouter van Pelt,32,2000,10/01/2000,1,0,0,1
4862,Diederik van Weel,26,2000,10/01/2000,1,0,0,1
4863,Remco van Wijk,27,2000,10/01/2000,1,0,0,1
4864,Stephan Veen,30,2000,10/01/2000,1,0,0,1
4865,Myrna Veenstra,25,2000,10/01/2000,0,0,1,1
4866,Craig Victory,20,2000,10/01/2000,0,0,1,1
4867,Guus Vogels,25,2000,10/01/2000,1,0,0,1
4868,Paola Vukojicic,26,2000,10/01/2000,0,1,0,1
4869,Matt Wells,22,2000,10/01/2000,0,0,1,1
4870,Peter Wind,27,2000,10/01/2000,1,0,0,1
4871,Yeo Wun-Gon,26,2000,10/01/2000,0,1,0,1
4872,Michael York,32,2000,10/01/2000,0,0,1,1
4873,Luc Abalo,27,2012,08/12/2012,1,0,0,1
4874,William Accambray,24,2012,08/12/2012,1,0,0,1
4875,Macarena Aguilar,27,2012,08/12/2012,0,0,1,1
4876,Nely Alberto,29,2012,08/12/2012,0,0,1,1
4877,Mirko Alilovic,26,2012,08/12/2012,0,0,1,1
4878,Jessica Alonso,28,2012,08/12/2012,0,0,1,1
4879,Ida Alstad,27,2012,08/12/2012,1,0,0,1
4880,Vanessa Amorós,29,2012,08/12/2012,0,0,1,1
4881,Kim Andersson,29,2012,08/12/2012,0,1,0,1
4882,Mattias Andersson,34,2012,08/12/2012,0,1,0,1
4883,Ivano Balic,33,2012,08/12/2012,0,0,1,1
4884,Xavier Barachet,23,2012,08/12/2012,1,0,0,1
4885,Sonja Barjaktarovic,25,2012,08/12/2012,0,1,0,1
4886,Andrea Barno,32,2012,08/12/2012,0,0,1,1
4887,Damir Bicanic,27,2012,08/12/2012,0,0,1,1
4888,Karoline Dyhre Breivang,32,2012,08/12/2012,1,0,0,1
4889,Andela Bulatovic,25,2012,08/12/2012,0,1,0,1
4890,Katarina Bulatovic,27,2012,08/12/2012,0,1,0,1
4891,Denis Buntic,29,2012,08/12/2012,0,0,1,1
4892,Mihaela Ciobanu,39,2012,08/12/2012,0,0,1,1
4893,Verónica Cuadrado,33,2012,08/12/2012,0,0,1,1
4894,Ivan Cupic,26,2012,08/12/2012,0,0,1,1
4895,Didier Dinart,35,2012,08/12/2012,1,0,0,1
4896,Dalibor Doder,33,2012,08/12/2012,0,1,0,1
4897,Domagoj Duvnjak,24,2012,08/12/2012,0,0,1,1
4898,Niclas Ekberg,23,2012,08/12/2012,0,1,0,1
4899,Kim Ekdahl du Rietz,23,2012,08/12/2012,0,1,0,1
4900,Patricia Elorza,28,2012,08/12/2012,0,0,1,1
4901,Beatriz Fernández,27,2012,08/12/2012,0,0,1,1
4902,Begoña Fernández,32,2012,08/12/2012,0,0,1,1
4903,Jérôme Fernandez,35,2012,08/12/2012,1,0,0,1
4904,Marit Malm Frafjord,26,2012,08/12/2012,1,0,0,1
4905,Bertrand Gille,34,2012,08/12/2012,1,0,0,1
4906,Guillaume Gille,36,2012,08/12/2012,1,0,0,1
4907,Jakov Gojun,26,2012,08/12/2012,0,0,1,1
4908,Kari Aalvik Grimsbø,27,2012,08/12/2012,1,0,0,1
4909,Michaël Guigou,30,2012,08/12/2012,1,0,0,1
4910,Mattias Gustafsson,34,2012,08/12/2012,0,1,0,1
4911,Katrine Lunde Haraldsen,32,2012,08/12/2012,1,0,0,1
4912,Camilla Herrem,25,2012,08/12/2012,1,0,0,1
4913,Samuel Honrubia,26,2012,08/12/2012,1,0,0,1
4914,Zlatko Horvat,27,2012,08/12/2012,0,0,1,1
4915,Johan Jakobsson,25,2012,08/12/2012,0,1,0,1
4916,Magnus Jernemyr,36,2012,08/12/2012,0,1,0,1
4917,Kari Mette Johansen,33,2012,08/12/2012,1,0,0,1
4918,Guillaume Joli,27,2012,08/12/2012,1,0,0,1
4919,Marija Jovanovic,26,2012,08/12/2012,0,1,0,1
4920,Jonas Källman,31,2012,08/12/2012,0,1,0,1
4921,Nikola Karabatic,28,2012,08/12/2012,1,0,0,1
4922,Daouda Karaboué,36,2012,08/12/2012,1,0,0,1
4923,Tobias Karlsson,31,2012,08/12/2012,0,1,0,1
4924,Milena Kneevic,22,2012,08/12/2012,0,1,0,1
4925,Marko Kopljar,26,2012,08/12/2012,0,0,1,1
4926,Amanda Kurtovic,21,2012,08/12/2012,1,0,0,1
4927,Blaenko Lackovic,31,2012,08/12/2012,0,0,1,1
4928,Jonas Larholm,30,2012,08/12/2012,0,1,0,1
4929,Suzana Lazovic,20,2012,08/12/2012,0,1,0,1
4930,Marta López,22,2012,08/12/2012,0,0,1,1
4931,Venio Losert,36,2012,08/12/2012,0,0,1,1
4932,Kristine Lunde-Borgersen,32,2012,08/12/2012,1,0,0,1
4933,Heidi Løke,29,2012,08/12/2012,1,0,0,1
4934,Marta Mangué,29,2012,08/12/2012,0,0,1,1
4935,Carmen Martín,24,2012,08/12/2012,0,0,1,1
4936,Majda Mehmedovic,22,2012,08/12/2012,0,1,0,1
4937,Radmila Miljanic,24,2012,08/12/2012,0,1,0,1
4938,Daniel Narcisse,32,2012,08/12/2012,1,0,0,1
4939,Silvia Navarro,33,2012,08/12/2012,0,0,1,1
4940,Andreas Nilsson,22,2012,08/12/2012,0,1,0,1
4941,Ivan Nincevic,30,2012,08/12/2012,0,0,1,1
4942,Tonje Nøstvold,27,2012,08/12/2012,1,0,0,1
4943,Thierry Omeyer,35,2012,08/12/2012,1,0,0,1
4944,Fredrik Petersen,28,2012,08/12/2012,0,1,0,1
4945,Eli Pinedo,31,2012,08/12/2012,0,0,1,1
4946,Bojana Popovic,32,2012,08/12/2012,0,1,0,1
4947,Jova Radicevic,25,2012,08/12/2012,0,1,0,1
4948,Ana Radovic,25,2012,08/12/2012,0,1,0,1
4949,Linn-Kristin Riegelhuth Koren,27,2012,08/12/2012,1,0,0,1
4950,Maja Savic,36,2012,08/12/2012,0,1,0,1
4951,Johan Sjöstrand,25,2012,08/12/2012,0,1,0,1
4952,Gøril Snorroeggen,27,2012,08/12/2012,1,0,0,1
4953,Cédric Sorhaindo,28,2012,08/12/2012,1,0,0,1
4954,Manuel trlek,23,2012,08/12/2012,0,0,1,1
4955,Linn Jørum Sulland,28,2012,08/12/2012,1,0,0,1
4956,Igor Vori,31,2012,08/12/2012,0,0,1,1
4957,Marina Vukcevic,18,2012,08/12/2012,0,1,0,1
4958,Drago Vukovic,28,2012,08/12/2012,0,0,1,1
4959,Ana Ðokic,33,2012,08/12/2012,0,1,0,1
4960,Ragnhild Aamodt,27,2008,08/24/2008,1,0,0,1
4961,Luc Abalo,23,2008,08/24/2008,1,0,0,1
4962,Joël Abati,37,2008,08/24/2008,1,0,0,1
4963,An Jeong-Hwa,27,2008,08/24/2008,0,0,1,1
4964,Yekaterina Andryushina,22,2008,08/24/2008,0,1,0,1
4965,Sturla Ásgeirsson,28,2008,08/24/2008,0,1,0,1
4966,Arnór Atlason,24,2008,08/24/2008,0,1,0,1
4967,Bae Min-Hee,20,2008,08/24/2008,0,0,1,1
4968,David Barrufet,38,2008,08/24/2008,0,0,1,1
4969,Jon Belaustegui,29,2008,08/24/2008,0,0,1,1
4970,Inna Bliznova,21,2008,08/24/2008,0,1,0,1
4971,Karoline Dyhre Breivang,28,2008,08/24/2008,1,0,0,1
4972,Cédric Burdet,33,2008,08/24/2008,1,0,0,1
4973,Choi Im-Jeong,27,2008,08/24/2008,0,0,1,1
4974,David Davis,31,2008,08/24/2008,0,0,1,1
4975,Didier Dinart,31,2008,08/24/2008,1,0,0,1
4976,Yelena Dmitriyeva,25,2008,08/24/2008,0,1,0,1
4977,Alberto Entrerríos,31,2008,08/24/2008,0,0,1,1
4978,Raúl Entrerríos,27,2008,08/24/2008,0,0,1,1
4979,Jérôme Fernandez,31,2008,08/24/2008,1,0,0,1
4980,Marit Malm Frafjord,22,2008,08/24/2008,1,0,0,1
4981,Rubén Garabaya,29,2008,08/24/2008,0,0,1,1
4982,Juan García,30,2008,08/24/2008,0,0,1,1
4983,Logi Geirsson,25,2008,08/24/2008,0,1,0,1
4984,Bertrand Gille,30,2008,08/24/2008,1,0,0,1
4985,Guillaume Gille,32,2008,08/24/2008,1,0,0,1
4986,Olivier Girault,35,2008,08/24/2008,1,0,0,1
4987,Kari Aalvik Grimsbø,23,2008,08/24/2008,1,0,0,1
4988,Michaël Guigou,26,2008,08/24/2008,1,0,0,1
4989,Róbert Gunnarsson,28,2008,08/24/2008,0,1,0,1
4990,Björgvin Gustavsson,23,2008,08/24/2008,0,1,0,1
4991,Snorri Guðjónsson,26,2008,08/24/2008,0,1,0,1
4992,Hreiðar Guðmundsson,27,2008,08/24/2008,0,1,0,1
4993,Ásgeir Örn Hallgrímsson,24,2008,08/24/2008,0,1,0,1
4994,Gro Hammerseng,28,2008,08/24/2008,1,0,0,1
